Name,Address,City,State,Workers,Local,District,Contract
"3300 Dallas Pkwy, Ste. 100, Plano, TX",3300 Dallas Pkwy,Plano,TX,16,5091,7,Pink
"1101 S. Preston Rd., Ste 30, Prosper, TX",1101 S. Preston Rd.,Prosper,TX,8,7243,9,Goldenrod
"2180 N Glenville Dr, Richardson, TX",2180 N Glenville Dr,Richardson,TX,22,6286,5,Maroon
"1681 N Central Expwy, Mckinney, TX",1681 N Central Expwy,Mckinney,TX,48,2464,3,Puce
"1645 Town East Blvd, Mesquite, TX",1645 Town East Blvd,Mesquite,TX,71,6279,9,Crimson
"2305 West Interstate 20, Grand Prairie, TX",2305 West Interstate 20,Grand Prairie,TX,33,7823,3,Teal
"6000 Las Colinas Blvd, Irving, TX",6000 Las Colinas Blvd,Irving,TX,80,9857,3,Yellow
"701 N. Central Expy, Plano, TX",701 N. Central Expy,Plano,TX,5,6143,4,Yellow
"6161 Long Prairie Rd, Flower Mound, TX",6161 Long Prairie Rd,Flower Mound,TX,94,7318,3,Mauv
"4331 Communications Dr, Dallas, TX",4331 Communications Dr,Dallas,TX,8,1873,8,Indigo
"190 E. Stacy Road, Allen, TX",190 E. Stacy Road,Allen,TX,50,4914,2,Mauv
"1701 Vantage Dr Ste 209, Carrollton, TX",1701 Vantage Dr Ste 209,Carrollton,TX,68,209,5,Green
"4100 Bryan St, Dallas, TX",4100 Bryan St,Dallas,TX,96,5499,3,Maroon
"2601 Preston Rd #2238, Frisco, TX",2601 Preston Rd #2238,Frisco,TX,48,3811,1,Turquoise
"352 N Highway 67, Cedar Hill, TX",352 N Highway 67,Cedar Hill,TX,79,7030,7,Puce
"2270 Lakeside Blvd, Richardson, TX",2270 Lakeside Blvd,Richardson,TX,67,556,2,Orange
"2220 Campbell Creek Blvd, Richardson, TX",2220 Campbell Creek Blvd,Richardson,TX,5,6244,5,Purple
"3460 W. Fm 544 Ste 500, Wylie, TX",3460 W. Fm 544 Ste 500,Wylie,TX,24,5627,2,Green
"5100 Belt Line Rd. Ste. 1032, Addison, TX",5100 Belt Line Rd. Ste. 1032,Addison,TX,28,6661,9,Teal
"2783 Ridge Rd, Rockwall, TX",2783 Ridge Rd,Rockwall,TX,36,4877,3,Goldenrod
"2304 S. Loop 288, Denton, TX",2304 S. Loop 288,Denton,TX,42,6522,7,Pink
"2520 W. University Dr., Denton, TX",2520 W. University Dr.,Denton,TX,15,7555,5,Indigo
"2701 N Beltline Rd, Irving, TX",2701 N Beltline Rd,Irving,TX,70,6187,1,Indigo
"5345 N Garland Ave, Garland, TX",5345 N Garland Ave,Garland,TX,68,3288,6,Goldenrod
"3329 Oak Lawn Avenue, Dallas, TX",3329 Oak Lawn Avenue,Dallas,TX,42,7021,4,Khaki
"9100 N. Central Expressway, Dallas, TX",9100 N. Central Expressway,Dallas,TX,91,1183,9,Aquamarine
"8687 N Central Expressway, Dallas, TX",8687 N Central Expressway,Dallas,TX,81,8694,2,Green
"12021 Dallas Parkway Ste 500, Frisco, TX",12021 Dallas Parkway Ste 500,Frisco,TX,98,9440,1,Blue
"2397 Stemmons Freeway, Lewisville, TX",2397 Stemmons Freeway,Lewisville,TX,91,4423,5,Violet
"3551 Preston Rd, Frisco, TX",3551 Preston Rd,Frisco,TX,28,9646,8,Maroon
"301 E. Hwy 82, Sherman, TX",301 E. Hwy 82,Sherman,TX,42,3682,4,Fuscia
"4770 State Highway 121 Ste 170, Lewisville, TX",4770 State Highway 121 Ste 170,Lewisville,TX,83,4270,1,Aquamarine
"901 Northwest Hwy, Garland, TX",901 Northwest Hwy,Garland,TX,48,1012,8,Puce
"1905 Tulane Drive, Lufkin, TX",1905 Tulane Drive,Lufkin,TX,23,9810,7,Mauv
"209 E Crockett St, Cleveland, TX",209 E Crockett St,Cleveland,TX,92,2448,2,Aquamarine
"5514 Weslayan St., Unit 16, Houston, TX",5514 Weslayan St.,Houston,TX,96,2125,3,Yellow
"1505 Texas Ave S, Ste A, College Station, TX",1505 Texas Ave S,College Station,TX,86,6381,2,Violet
"14201 Cypress Rosehill Rd, 100, Cypress, TX",14201 Cypress Rosehill Rd,Cypress,TX,57,2795,6,Orange
"6615 N. Grand Pkwy W., Ste 310, Spring, TX",6615 N. Grand Pkwy W.,Spring,TX,46,8767,6,Violet
"11971 N. Grand Pkwy E., Ste. 3, New Caney, TX",11971 N. Grand Pkwy E.,New Caney,TX,23,7631,2,Pink
"2948 I-45 North, Conroe, TX",2948 I-45 North,Conroe,TX,33,3945,8,Mauv
"5708 Fairmont Parkway, Pasadena, TX",5708 Fairmont Parkway,Pasadena,TX,44,7053,1,Violet
"10420 Broadway St., Pearland, TX",10420 Broadway St.,Pearland,TX,67,2110,6,Puce
"205 Hwy 332 West, Lake Jackson, TX",205 Hwy 332 West,Lake Jackson,TX,92,8833,9,Crimson
"19752 Ih45 North, Spring, TX",19752 Ih45 North,Spring,TX,5,7499,6,Aquamarine
"5530 W. Grand Pkwy. South, Richmond, TX",5530 W. Grand Pkwy. South,Richmond,TX,90,8926,3,Goldenrod
"15419-a Wallisville Rd, Houston, TX",15419-a Wallisville Rd,Houston,TX,39,4424,2,Maroon
"4009 Dunlavy St, Houston, TX",4009 Dunlavy St,Houston,TX,69,7957,8,Blue
"1333 W. Bay Area Blvd, Webster, TX",1333 W. Bay Area Blvd,Webster,TX,10,5386,6,Violet
"11410 Gulf Fwy, Houston, TX",11410 Gulf Fwy,Houston,TX,57,419,3,Red
"22521 Tomball Parkway, Houston, TX",22521 Tomball Parkway,Houston,TX,98,105,9,Indigo
"232 Meyerland Plaza, Houston, TX",232 Meyerland Plaza,Houston,TX,30,9844,1,Fuscia
"303 Sawdust Rd., The Woodlands, TX",303 Sawdust Rd.,The Woodlands,TX,49,8225,5,Khaki
"9700 Bissonnet St, Houston, TX",9700 Bissonnet St,Houston,TX,38,4579,1,Yellow
"7911 W. Fm 1960, Houston, TX",7911 W. Fm 1960,Houston,TX,88,8438,6,Blue
"2191 Texas Dr, Sugar Land, TX",2191 Texas Dr,Sugar Land,TX,59,9120,4,Puce
"1801 Briarcrest, Bryan, TX",1801 Briarcrest,Bryan,TX,27,9278,1,Purple
"4536 Kingwood Dr, Kingwood, TX",4536 Kingwood Dr,Kingwood,TX,44,2922,8,Crimson
"13341 Westheimer Rd, Houston, TX",13341 Westheimer Rd,Houston,TX,86,5791,3,Goldenrod
"1660 Fm 646 Rd W Ste A, Dickinson, TX",1660 Fm 646 Rd W Ste A,Dickinson,TX,50,9815,8,Mauv
"6595 Highway 6 North, Houston, TX",6595 Highway 6 North,Houston,TX,31,1779,6,Orange
"14002 Fm 2920 Suite A, Tomball, TX",14002 Fm 2920 Suite A,Tomball,TX,82,7023,4,Pink
"8412 Katy Freeway, Houston, TX",8412 Katy Freeway,Houston,TX,97,101,5,Green
"4868 Garth Rd. Ste B, Baytown, TX",4868 Garth Rd. Ste B,Baytown,TX,94,9521,9,Indigo
"19959 Katy Freeway, Houston, TX",19959 Katy Freeway,Houston,TX,42,2160,7,Khaki
"7025 Fm 1960 East, Humble, TX",7025 Fm 1960 East,Humble,TX,81,3273,6,Green
"790 W. Sam Houston Pkwy N., Houston, TX",790 W. Sam Houston Pkwy N.,Houston,TX,50,9182,1,Orange
"1407 Jefferson St, Houston, TX",1407 Jefferson St,Houston,TX,53,3030,8,Goldenrod
"6531 Fm 1488, Magnolia, TX",6531 Fm 1488,Magnolia,TX,56,7735,6,Mauv
"1195 West Loop N, Houston, TX",1195 West Loop N,Houston,TX,93,6050,3,Teal
"1919 Taylor St. Ste A, Houston, TX",1919 Taylor St. Ste A,Houston,TX,33,3185,1,Blue
"28033 Ih 45 North, Spring, TX",28033 Ih 45 North,Spring,TX,99,4702,5,Mauv
"19727 Highway 59 N, Humble, TX",19727 Highway 59 N,Humble,TX,17,4346,1,Green
"109 Hwy 290 West, Brenham, TX",109 Hwy 290 West,Brenham,TX,3,1655,3,Teal
"3006 Hwy 30 West, Huntsville, TX",3006 Hwy 30 West,Huntsville,TX,41,3832,7,Goldenrod
"2727 Mercantile Dr., Rosenberg, TX",2727 Mercantile Dr.,Rosenberg,TX,32,6630,7,Yellow
"1505 S Mason Rd, Katy, TX",1505 S Mason Rd,Katy,TX,4,3638,1,Red
"917 William D Fitch Pkwy, College Station, TX",917 William D Fitch Pkwy,College Station,TX,54,7168,1,Purple
"415 W Crosstimbers St, Houston, TX",415 W Crosstimbers St,Houston,TX,35,8970,4,Orange
"4330 West Waco Dr, Waco, TX",4330 West Waco Dr,Waco,TX,52,9343,1,Maroon
"3701 W Expressway 83 Ste 100, Mcallen, TX",3701 W Expressway 83 Ste 100,Mcallen,TX,41,61,5,Turquoise
"7113 N 10th St, Mcallen, TX",7113 N 10th St,Mcallen,TX,76,295,6,Khaki
"6906 W Expy 83, Harlingen, TX",6906 W Expy 83,Harlingen,TX,7,6391,4,Purple
"102 Bass Pro Drive, Harlingen, TX",102 Bass Pro Drive,Harlingen,TX,56,4370,2,Indigo
"4305 N. Expressway, Brownsville, TX",4305 N. Expressway,Brownsville,TX,73,3565,3,Red
"1400 E. Expressway 83, Mcallen, TX",1400 E. Expressway 83,Mcallen,TX,8,5778,3,Fuscia
"6403 North Illinois Street, Fairview Heights, IL",6403 North Illinois Street,Fairview Heights,IL,1,7375,1,Blue
"5451 Phantom Dr, Hazelwood, MO",5451 Phantom Dr,Hazelwood,MO,22,9606,3,Crimson
"3181 Phoenix Center Dr, Washington, MO",3181 Phoenix Center Dr,Washington,MO,90,299,1,Khaki
"6291 Mid Rivers Mall Drive, Saint Peters, MO",6291 Mid Rivers Mall Drive,Saint Peters,MO,100,1465,7,Green
"6411 Chippewa St, Saint Louis, MO",6411 Chippewa St,Saint Louis,MO,65,1780,4,Fuscia
"11600 Olive Blvd Ste A-1, Creve Coeur, MO",11600 Olive Blvd Ste A-1,Creve Coeur,MO,67,3921,5,Pink
"892 Woods Mill Rd, Ballwin, MO",892 Woods Mill Rd,Ballwin,MO,89,9811,9,Puce
"1811 S Brentwood Blvd, Brentwood, MO",1811 S Brentwood Blvd,Brentwood,MO,64,9076,9,Yellow
"12930 Olive Blvd, Creve Coeur, MO",12930 Olive Blvd,Creve Coeur,MO,56,305,7,Violet
"15924 Manchester Rd, Ellisville, MO",15924 Manchester Rd,Ellisville,MO,12,5349,4,Crimson
"2875 North Us Highway 67, Florissant, MO",2875 North Us Highway 67,Florissant,MO,22,3753,4,Puce
"257 East 5th Street, Eureka, MO",257 East 5th Street,Eureka,MO,41,233,8,Fuscia
"3899 Veterans Memorial, Saint Peters, MO",3899 Veterans Memorial,Saint Peters,MO,69,9532,6,Purple
"701 Gravois, Fenton, MO",701 Gravois,Fenton,MO,38,6208,2,Pink
"404 Oak St, Washington, MO",404 Oak St,Washington,MO,78,8606,6,Green
"13744 Shoreline East Court, Earth City, MO",13744 Shoreline East Court,Earth City,MO,8,7221,6,Yellow
"17253 Chesterfield Airport Rd, Chesterfield, MO",17253 Chesterfield Airport Rd,Chesterfield,MO,46,4774,8,Orange
"13351 Manchester Rd, Des Peres, MO",13351 Manchester Rd,Des Peres,MO,9,572,8,Aquamarine
"4133 Elm Park Drive, Saint Louis, MO",4133 Elm Park Drive,Saint Louis,MO,36,755,2,Yellow
"2210 Hwy K., O Fallon, MO",2210 Hwy K.,O Fallon,MO,51,1018,8,Turquoise
"115 W Adams Ave, Kirkwood, MO",115 W Adams Ave,Kirkwood,MO,66,3981,8,Mauv
"13740 Shoreline Ct E, Earth City, MO",13740 Shoreline Ct E,Earth City,MO,56,3777,6,Puce
"802 Branson Hills Pkwy, Branson, MO",802 Branson Hills Pkwy,Branson,MO,87,9169,9,Khaki
"510 E Mcdaniel St, Springfield, MO",510 E Mcdaniel St,Springfield,MO,49,6569,2,Turquoise
"1702 S Range Line Rd, Joplin, MO",1702 S Range Line Rd,Joplin,MO,99,5074,4,Goldenrod
"2601 North Kansas Expressway, Springfield, MO",2601 North Kansas Expressway,Springfield,MO,82,7562,7,Khaki
"4160 S. Campbell Avenue, Springfield, MO",4160 S. Campbell Avenue,Springfield,MO,24,544,8,Purple
"4001 Richard Joseph Blvd, Joplin, MO",4001 Richard Joseph Blvd,Joplin,MO,90,1865,5,Khaki
"4001 Osage Beach Pkwy, Osage Beach, MO",4001 Osage Beach Pkwy,Osage Beach,MO,70,9775,2,Goldenrod
"2109 W Worley, Columbia, MO",2109 W Worley,Columbia,MO,24,2956,9,Blue
"3185 West Broadway Blvd, Sedalia, MO",3185 West Broadway Blvd,Sedalia,MO,83,8546,4,Red
"119 S Bishop Ave, Rolla, MO",119 S Bishop Ave,Rolla,MO,72,1403,9,Violet
"312 Highway Z, Saint Robert, MO",312 Highway Z,Saint Robert,MO,89,230,1,Yellow
"1305 Grindstone Pkwy., Columbia, MO",1305 Grindstone Pkwy.,Columbia,MO,33,4294,4,Goldenrod
"610 Wildwood Drive, Jefferson City, MO",610 Wildwood Drive,Jefferson City,MO,43,5437,6,Yellow
"1210 N Westwood Blvd, Poplar Bluff, MO",1210 N Westwood Blvd,Poplar Bluff,MO,65,1381,5,Red
"740 W Karsch Blvd, Farmington, MO",740 W Karsch Blvd,Farmington,MO,91,7008,7,Purple
"1313 S. Main Street, Sikeston, MO",1313 S. Main Street,Sikeston,MO,1,8720,8,Orange
"3363 Gordonville, Cape Girardeau, MO",3363 Gordonville,Cape Girardeau,MO,97,200,1,Maroon
"19210 E. 39th Street,ste A, Independence, MO",19210 E. 39th Street,Independence,MO,86,504,5,Turquoise
"2029 S Sheridan Rd, Tulsa, OK",2029 S Sheridan Rd,Tulsa,OK,47,276,8,Khaki
"6615 W 135th Street, Overland Park, KS",6615 W 135th Street,Overland Park,KS,14,7949,8,Purple
"8026 E 171st, Belton, MO",8026 E 171st,Belton,MO,59,2967,5,Indigo
"7801 Farley St, Overland Park, KS",7801 Farley St,Overland Park,KS,35,4679,1,Red
"10620 Parallel Parkway, Kansas City, KS",10620 Parallel Parkway,Kansas City,KS,55,8064,1,Fuscia
"635 NW Murray Road, Lees Summit, MO",635 NW Murray Road,Lees Summit,MO,83,3775,2,Blue
"9150 NE Barry Rd, Kansas City, MO",9150 NE Barry Rd,Kansas City,MO,5,4371,9,Crimson
"11971 S Blackbob Rd, Olathe, KS",11971 S Blackbob Rd,Olathe,KS,83,913,9,Khaki
"16900 E Us Highway 40, Independence, MO",16900 E Us Highway 40,Independence,MO,16,7061,5,Green
"1140 Eisenhower Rd, Leavenworth, KS",1140 Eisenhower Rd,Leavenworth,KS,93,2622,7,Fuscia
"5107 N. Belt Highway, Saint Joseph, MO",5107 N. Belt Highway,Saint Joseph,MO,45,2837,1,Pink
"3310 Iowa St. Suite A, Lawrence, KS",3310 Iowa St. Suite A,Lawrence,KS,75,1355,8,Puce
"10636 Lackman Rd, Lenexa, KS",10636 Lackman Rd,Lenexa,KS,9,5273,9,Yellow
"320 N 10th St, Saint Joseph, MO",320 N 10th St,Saint Joseph,MO,92,6015,4,Violet
"8454 NW Prairie View Rd, Kansas City, MO",8454 NW Prairie View Rd,Kansas City,MO,66,6996,3,Crimson
"8801 Johnson Dr, Merriam, KS",8801 Johnson Dr,Merriam,KS,36,9204,4,Puce
"4015 Mill Street, Kansas City, MO",4015 Mill Street,Kansas City,MO,38,7580,8,Fuscia
"715 NE Coronado Dr., Blue Springs, MO",715 NE Coronado Dr.,Blue Springs,MO,21,2636,8,Purple
"2201 Wanamaker #101, Topeka, KS",2201 Wanamaker #101,Topeka,KS,80,1648,7,Pink
"1622 NW Saline St, Topeka, KS",1622 NW Saline St,Topeka,KS,44,1522,1,Green
"2404 N Maize Rd, Wichita, KS",2404 N Maize Rd,Wichita,KS,37,5771,6,Yellow
"208 Gunsmoke St, Dodge City, KS",208 Gunsmoke St,Dodge City,KS,82,1559,2,Orange
"11611 E Kellogg Dr Suite 101, Wichita, KS",11611 E Kellogg Dr Suite 101,Wichita,KS,52,2806,5,Aquamarine
"3300 N. Rock Rd., Wichita, KS",3300 N. Rock Rd.,Wichita,KS,95,2798,3,Yellow
"20 S Steuben Ave, Chanute, KS",20 S Steuben Ave,Chanute,KS,37,6100,7,Turquoise
"407 N 7th St, Garden City, KS",407 N 7th St,Garden City,KS,86,6352,4,Mauv
"2620 Amherst Ave, Manhattan, KS",2620 Amherst Ave,Manhattan,KS,1,6374,4,Puce
"100 Bluemont Ave #b, Manhattan, KS",100 Bluemont Ave #b,Manhattan,KS,69,6254,2,Khaki
"4404 W Walnut Suites 1,2,3, Rogers, AR",4404 W Walnut Suites 1,Rogers,AR,96,6163,2,Turquoise
"4201 N Shiloh Dr, Fayetteville, AR",4201 N Shiloh Dr,Fayetteville,AR,60,9595,5,Goldenrod
"3200 Kennedy Ct, Fort Smith, AR",3200 Kennedy Ct,Fort Smith,AR,32,3584,8,Khaki
"2012 S. Promenade Blvd, Rogers, AR",2012 S. Promenade Blvd,Rogers,AR,8,5909,7,Purple
"4489 W Sunset Ave, Springdale, AR",4489 W Sunset Ave,Springdale,AR,6,1325,6,Khaki
"7110 Rogers Ave Ste 100, Fort Smith, AR",7110 Rogers Ave Ste 100,Fort Smith,AR,93,4680,1,Goldenrod
"3075 North College, Fayetteville, AR",3075 North College,Fayetteville,AR,32,6183,6,Blue
"700 W Walnut St, Rogers, AR",700 W Walnut St,Rogers,AR,63,9492,3,Red
"3075 E. Main St, Russellville, AR",3075 E. Main St,Russellville,AR,26,9141,1,Violet
"1412 Higdon Ferry Road, Hot Springs, AR",1412 Higdon Ferry Road,Hot Springs,AR,57,1175,5,Yellow
"5112 Summerhill Rd, Texarkana, TX",5112 Summerhill Rd,Texarkana,TX,43,6632,1,Goldenrod
"7409 Alcoa Road, Bryant, AR",7409 Alcoa Road,Bryant,AR,49,7699,9,Yellow
"250 Richmond Ranch Road, Texarkana, TX",250 Richmond Ranch Road,Texarkana,TX,98,5009,9,Red
"220 Prospect Ave, Hot Springs, AR",220 Prospect Ave,Hot Springs,AR,12,5756,6,Purple
"650 W Service Rd Ste 101, West Memphis, AR",650 W Service Rd Ste 101,West Memphis,AR,16,7216,4,Orange
"3544 E Race, Searcy, AR",3544 E Race,Searcy,AR,72,749,1,Maroon
"723 S Church St, Jonesboro, AR",723 S Church St,Jonesboro,AR,46,3920,6,Turquoise
"3006 East Highland Ave, Jonesboro, AR",3006 East Highland Ave,Jonesboro,AR,44,9482,9,Khaki
"17000 Cantrell Rd, Little Rock, AR",17000 Cantrell Rd,Little Rock,AR,83,3190,2,Purple
"2401 Taylor St, North Little Rock, AR",2401 Taylor St,North Little Rock,AR,85,1519,7,Indigo
"10301 Stagecoach Rd, Little Rock, AR",10301 Stagecoach Rd,Little Rock,AR,74,2334,6,Red
"11520 Financial Ctr Pkwy, Little Rock, AR",11520 Financial Ctr Pkwy,Little Rock,AR,23,4850,9,Fuscia
"2070 John Harden Dr, Jacksonville, AR",2070 John Harden Dr,Jacksonville,AR,13,3873,6,Blue
"2617 Lakewood Village Dr., North Little Rock, AR",2617 Lakewood Village Dr.,North Little Rock,AR,43,3302,3,Crimson
"300 S University Ave, Little Rock, AR",300 S University Ave,Little Rock,AR,21,9210,8,Khaki
"855 Amity Rd, Conway, AR",855 Amity Rd,Conway,AR,8,4158,2,Green
"208 Hillcrest Rd, North Little Rock, AR",208 Hillcrest Rd,North Little Rock,AR,86,1695,5,Fuscia
"131 Greenfield Dr, Monticello, AR",131 Greenfield Dr,Monticello,AR,41,419,6,Pink
"2528 W 28th St, Pine Bluff, AR",2528 W 28th St,Pine Bluff,AR,41,1348,6,Puce
"1575 N Resler Dr, El Paso, TX",1575 N Resler Dr,El Paso,TX,74,475,2,Yellow
"12211 Montwood, El Paso, TX",12211 Montwood,El Paso,TX,84,6599,4,Violet
"1321 George Dieter Drive, El Paso, TX",1321 George Dieter Drive,El Paso,TX,9,1864,8,Crimson
"655 Sunland Park Drive, El Paso, TX",655 Sunland Park Drive,El Paso,TX,70,4302,5,Puce
"821 Southwestern Dr, El Paso, TX",821 Southwestern Dr,El Paso,TX,64,7991,7,Fuscia
"8889 Gateway W. Blvd Ste 2500, El Paso, TX",8889 Gateway W. Blvd Ste 2500,El Paso,TX,5,5251,8,Purple
"3115 Avenue J, Rosenberg, TX",3115 Avenue J,Rosenberg,TX,49,3957,7,Pink
"310 E. Illinois, Vinita, OK",310 E. Illinois,Vinita,OK,6,7407,9,Green
"3069 William St, Cape Girardeau, MO",3069 William St,Cape Girardeau,MO,87,5505,7,Yellow
"2901 Gholson Rd, Waco, TX",2901 Gholson Rd,Waco,TX,4,4596,8,Orange
"4133 Elm Park Drive, Saint Louis, MO",4133 Elm Park Drive,Saint Louis,MO,14,9015,5,Aquamarine
"3401 Lucius Mccelvey Dr, Temple, TX",3401 Lucius Mccelvey Dr,Temple,TX,14,1149,1,Yellow
"306 N Houston St, Wharton, TX",306 N Houston St,Wharton,TX,73,8196,8,Turquoise
"1955 Wentzville Pkwy, Wentzville, MO",1955 Wentzville Pkwy,Wentzville,MO,78,7254,9,Mauv
"17000 Cantrell Rd, Little Rock, AR",17000 Cantrell Rd,Little Rock,AR,3,8487,5,Puce
"4544 S Lamar Blvd, Austin, TX",4544 S Lamar Blvd,Austin,TX,3,8912,4,Khaki
"2808 N. Telshore Blvd., Las Cruces, NM",2808 N. Telshore Blvd.,Las Cruces,NM,25,4608,9,Turquoise
"3554 E Main St Ste A, Farmington, NM",3554 E Main St Ste A,Farmington,NM,23,5180,4,Goldenrod
"1819 N Turner St Ste A, Hobbs, NM",1819 N Turner St Ste A,Hobbs,NM,79,6635,1,Khaki
"2200 Louisiana Blvd. NE, Albuquerque, NM",2200 Louisiana Blvd. NE,Albuquerque,NM,95,2265,2,Purple
"10036 Coors Bypass N.w., Albuquerque, NM",10036 Coors Bypass N.w.,Albuquerque,NM,40,6448,6,Khaki
"4545 N Scottsdale Rd, Scottsdale, AZ",4545 N Scottsdale Rd,Scottsdale,AZ,66,4092,8,Goldenrod
"12221 N. Tatum Bloulevard, Phoenix, AZ",12221 N. Tatum Bloulevard,Phoenix,AZ,58,2365,1,Blue
"1330 N Dysart Road, Goodyear, AZ",1330 N Dysart Road,Goodyear,AZ,62,6570,1,Red
"5000 Arizona Mills Circle, Tempe, AZ",5000 Arizona Mills Circle,Tempe,AZ,45,3702,5,Violet
"2000 East Rio Salado Pkwy, Tempe, AZ",2000 East Rio Salado Pkwy,Tempe,AZ,98,1255,1,Yellow
"10460 N 28th Drive, Phoenix, AZ",10460 N 28th Drive,Phoenix,AZ,14,1199,8,Goldenrod
"7515 W Encanto Blvd, Phoenix, AZ",7515 W Encanto Blvd,Phoenix,AZ,63,3162,9,Yellow
"13757 West Bell Road, Surprise, AZ",13757 West Bell Road,Surprise,AZ,75,3481,4,Red
"2780 W Chandler Blvd, Chandler, AZ",2780 W Chandler Blvd,Chandler,AZ,57,9807,2,Purple
"2002 East Camelback Road, Phoenix, AZ",2002 East Camelback Road,Phoenix,AZ,48,7773,8,Orange
"1411 South Power Rd Ste 300, Mesa, AZ",1411 South Power Rd Ste 300,Mesa,AZ,51,8695,2,Maroon
"4722 E Ray Rd, Phoenix, AZ",4722 E Ray Rd,Phoenix,AZ,15,1428,6,Turquoise
"2020 E Rio Salado Pkwy Ste 103, Tempe, AZ",2020 E Rio Salado Pkwy Ste 103,Tempe,AZ,24,9373,8,Khaki
"17025 N Scottsdale Rd, Scottsdale, AZ",17025 N Scottsdale Rd,Scottsdale,AZ,15,3866,9,Purple
"2224 E. Williams Field Road, Gilbert, AZ",2224 E. Williams Field Road,Gilbert,AZ,35,6931,3,Indigo
"7530 W Bell Rd, Glendale, AZ",7530 W Bell Rd,Glendale,AZ,54,4522,7,Red
"6351 E Broadway Blvd Ste 101, Tucson, AZ",6351 E Broadway Blvd Ste 101,Tucson,AZ,37,6769,1,Fuscia
"1217 W Irvington Rd, Tucson, AZ",1217 W Irvington Rd,Tucson,AZ,18,2949,7,Blue
"18726 S Nogales Hwy, Green Valley, AZ",18726 S Nogales Hwy,Green Valley,AZ,22,3236,6,Crimson
"1202 E Florence Blvd, Casa Grande, AZ",1202 E Florence Blvd,Casa Grande,AZ,57,8369,6,Khaki
"3494 Zafarano Drive, Santa Fe, NM",3494 Zafarano Drive,Santa Fe,NM,24,6699,4,Green
"1819 N Turner St Ste A, Hobbs, NM",1819 N Turner St Ste A,Hobbs,NM,4,8114,1,Fuscia
"211 W Monroe St, Phoenix, AZ",211 W Monroe St,Phoenix,AZ,79,700,9,Pink
"3722a Hawkins St NE, Albuquerque, NM",3722a Hawkins St NE,Albuquerque,NM,1,8267,3,Puce
"5825 E Main St, Farmington, NM",5825 E Main St,Farmington,NM,52,9898,2,Yellow
"111 3rd St NW, Albuquerque, NM",111 3rd St NW,Albuquerque,NM,69,8566,4,Violet
"1355 W University Dr, Mesa, AZ",1355 W University Dr,Mesa,AZ,75,4667,9,Crimson
"126 E Alameda St, Tucson, AZ",126 E Alameda St,Tucson,AZ,45,337,7,Puce
"4701 1st Ave SE, Cedar Rapids, IA",4701 1st Ave SE,Cedar Rapids,IA,63,2850,2,Fuscia
"490 S 68th St., West Des Moines, IA",490 S 68th St.,West Des Moines,IA,38,9923,9,Purple
"4163 109th St, Urbandale, IA",4163 109th St,Urbandale,IA,57,8375,7,Pink
"3737 Merle Hay Road, Des Moines, IA",3737 Merle Hay Road,Des Moines,IA,79,8007,4,Green
"4157 109th St, Urbandale, IA",4157 109th St,Urbandale,IA,47,8693,9,Yellow
"4901 O Street, Suite 100, Lincoln, NE",4901 O Street,Lincoln,NE,65,3441,2,Orange
"7820 Dodge Street, Omaha, NE",7820 Dodge Street,Omaha,NE,73,47,5,Aquamarine
"3200 Singing Hill Blvd, Sioux City, IA",3200 Singing Hill Blvd,Sioux City,IA,72,4235,4,Yellow
"9614 S. 71st Plaza, Papillion, NE",9614 S. 71st Plaza,Papillion,NE,3,8075,5,Turquoise
"144 W Roberts Rd, Grand Island, NE",144 W Roberts Rd,Grand Island,NE,86,3517,6,Mauv
"3120 E. 53rd Street, Davenport, IA",3120 E. 53rd Street,Davenport,IA,18,1170,2,Puce
"3200 Singing Hill Blvd, Sioux City, IA",3200 Singing Hill Blvd,Sioux City,IA,76,6304,5,Khaki
"5348 Elmore Cir, Davenport, IA",5348 Elmore Cir,Davenport,IA,96,2057,1,Turquoise
"3120 E. 53rd Street, Davenport, IA",3120 E. 53rd Street,Davenport,IA,72,2222,1,Goldenrod
"7900 Xerxes Ave S, Bloomington, MN",7900 Xerxes Ave S,Bloomington,MN,31,8753,6,Khaki
"900 Lund Blvd, Anoka, MN",900 Lund Blvd,Anoka,MN,58,6174,6,Purple
"8911 Columbine Rd, Eden Prairie, MN",8911 Columbine Rd,Eden Prairie,MN,95,3469,4,Khaki
"1600 Miller Trunk Hwy, Duluth, MN",1600 Miller Trunk Hwy,Duluth,MN,14,2597,5,Goldenrod
"1447 44th St N, Fargo, ND",1447 44th St N,Fargo,ND,43,1307,1,Blue
"8582 Rock Ridge Dr, Mountain Iron, MN",8582 Rock Ridge Dr,Mountain Iron,MN,79,943,2,Red
"10100 City Walk Dr Ste 200, Woodbury, MN",10100 City Walk Dr Ste 200,Woodbury,MN,44,1227,7,Violet
"2132 Ford Parkway, Saint Paul, MN",2132 Ford Parkway,Saint Paul,MN,60,8267,7,Yellow
"11644 Elm Creek Blvd., Osseo, MN",11644 Elm Creek Blvd.,Osseo,MN,78,7761,2,Goldenrod
"541 S 7th St, Bismarck, ND",541 S 7th St,Bismarck,ND,7,4124,5,Yellow
"590 Prairie Center Dr., Eden Prairie, MN",590 Prairie Center Dr.,Eden Prairie,MN,81,9730,2,Red
"430 Crossroads Dr SW, Rochester, MN",430 Crossroads Dr SW,Rochester,MN,85,3749,7,Purple
